fips,adult_pop,female_pop,male_pop,median_age,population,pct_poverty,median_income,pct_highschool,pct_unemployed
48305,4185,2787,2924,38.1,5711,17.9,39869,77.9,6.7
48307,6323,4078,4094,43.9,8172,18.4,40125,77.5,2.4
48309,186393,1.27E+05,120934,33,247934,18.5,46662,83.8,3.4
48311,626,392,412,44.3,804,12,67249,81.4,9.5
48313,10944,5992,7995,34.5,13987,17.3,42429,77.6,1.5
48315,8265,5251,4896,50,10147,22.6,34919,80.3,4.3
48317,3938,2856,2867,32,5723,13,58760,77.3,2.1
48319,3286,2041,2070,49.7,4111,13.2,44818,89.1,2.9
48321,27690,18589,18598,37.4,37187,17.4,46324,77.7,3.7
48323,39255,29101,28584,29.8,57685,24.3,35654,58.7,7.3
48325,37664,23764,25519,39.1,49283,14.4,51304,82.5,3.4
48327,1724,1062,1061,53.1,2123,21.4,34839,78.9,4.5
48329,116453,80837,81728,31.8,162565,9.7,68729,83.4,2.6
48331,18718,12614,12257,41.3,24871,16.3,42302,80.3,5.2
48333,3825,2487,2420,48,4907,15.8,43540,83.1,2.1
48335,6985,3498,5222,35.4,8720,21.6,41262,74.8,2.6
48337,14958,9880,9534,43.5,19414,16.5,46237,82.1,3.4
48339,408187,280735,275468,36.7,556203,10.9,72506,86.8,3.5
48341,15102,10619,11501,30.8,22120,11.8,52344,63.9,2.7
48343,9745,6560,6033,42.8,12593,20,38255,86.9,7
48345,945,547,613,51.7,1160,18.2,37464,88.4,5.9
48347,50293,34245,31561,30.7,65806,25.4,38099,81.2,5.3
48349,35772,24593,23930,38.1,48523,17.8,44111,76.8,6.2
48351,11076,6704,7299,42.3,14003,22.8,41388,86.7,6.4
48353,11097,7538,7455,37.6,14993,18.4,40969,80.1,3.7
48355,270764,183050,178300,35.1,361350,15.1,53562,81.3,3.9
48357,7005,5101,5205,31.7,10306,11.4,61194,75.9,3.2
48359,1532,993,1083,39.2,2076,14.3,54212,84.8,2.8
48361,63795,42940,42024,38.1,84964,14,53611,89.2,4.5
48363,21436,14268,13785,41.1,28053,16.4,43589,82.7,3.9
48365,17897,11874,11618,40,23492,15.6,47780,84.3,2.7
48367,97738,65032,64409,39.9,129441,9.3,67735,89.3,3.5
48369,6973,4705,5071,34.1,9776,15.5,48344,68.6,1.9
48371,11994,6899,9071,35.4,15970,17.1,45414,68.8,2.1
48373,38122,22289,25627,43.7,47916,20.3,43014,80.5,4.6
48375,87657,58537,62295,33.7,120832,22,41563,76.4,2.8
48377,5093,3466,3492,38.4,6958,24.1,32742,56.8,4.7
48379,9122,5669,5645,47.9,11314,14.8,47354,81.9,3.5
48381,100469,67375,65126,35.4,132501,9.1,65795,91.1,2.4
48383,2541,1710,1898,33.2,3608,11.8,67308,71.5,2.8
48385,2807,1695,1694,52.5,3389,18.4,36744,80.3,2.9
48387,9781,6266,5941,47,12207,17.1,36352,80.4,3.5
48389,11564,5866,9055,33.7,14921,25,40092,61,3.6
48391,5560,3728,3593,41.4,7321,15.7,45366,79.8,4.2
48393,697,453,463,40.3,916,6.6,75816,93.9,1.6
48395,12669,8490,8261,40,16751,18.7,42680,82.6,4.7
48397,68505,47692,46286,37.6,93978,5.2,97484,91.9,3.7
48399,8070,5147,5301,42.4,10448,17.2,40112,78.8,2.5
48401,40468,25043,27689,38.8,52732,15.6,46421,79.3,3.1
48403,8359,5192,5111,52.1,10303,17.5,38451,85.4,3.2
48405,6674,4244,4076,49.3,8320,23.8,36426,80.5,5.3
48407,21635,13847,13860,44.8,27707,17.7,45794,82.8,3.9
48409,49364,33777,33878,35.5,67655,15.8,51667,78.1,3.2
48411,4748,2737,3207,41.5,5944,20.1,39995,74.5,1.9
48413,2202,1507,1549,36.3,3056,16.6,47258,76.3,3.1
48415,12878,7996,9337,35.5,17333,15.2,50316,80.7,2.4
48417,2516,1698,1617,42.5,3315,14.8,55403,84.5,3
48419,18791,12836,12743,37.7,25579,21.1,37410,75.4,5.1
48421,2214,1485,1583,37.4,3068,13.1,55761,74.3,0.7
48423,169411,116492,108798,36.3,225290,15.7,52520,84.7,4
48425,6786,4506,4269,41.9,8775,10.8,56944,82.7,2
48427,42827,32928,31194,28.8,64122,39.9,26691,48.5,7.9
48429,7800,4490,5416,38.9,9906,21.4,42831,77.1,3.1
48431,988,667,700,37.3,1367,12.7,60577,85.8,0.9
48433,1099,751,675,46.9,1426,15.6,44225,79.5,4
48435,2910,1898,1971,40.5,3869,14.1,54760,76.6,4.2
48437,5579,3503,3963,36.4,7466,22.2,38790,80.5,2.5
48439,1477449,1029925,986947,34.4,2016872,13.6,61553,85.2,4.1
48441,102856,69603,66932,32.4,136535,16.8,48215,86.8,3.4
48443,652,404,408,46.6,812,18.7,41114,76.4,2.7
48445,9267,5993,6806,33.8,12799,21.8,38910,69.2,3.6
48447,1206,803,730,46.9,1533,14.9,42876,80.6,1.7
48449,23136,16540,16052,34.1,32592,14.9,45324,72.1,4.1
48451,90373,59526,58860,33.9,118386,13.4,48221,83.3,2.3
48453,929033,594846,604477,33.9,1199323,12.2,70068,88.2,3.7
48455,11560,7448,6994,48.2,14442,20.1,38973,83.7,4.6
48457,17183,9817,11503,42.3,21320,18.4,43617,84.4,4.5
48459,31199,20617,20352,40.6,40969,15.4,49015,83.4,4.4
48461,2601,1779,1894,34.1,3673,13.6,56335,75.4,2.5
48463,19757,13837,13448,34.2,27285,25.3,36913,69.3,3.8
48465,34852,23930,24951,31.8,48881,20.7,42104,66.9,4.6
48467,41762,27726,26629,43.1,54355,14.8,49751,82.3,3.3
48469,68654,47070,45397,35.5,92467,14.2,53659,83.6,3.5
48471,60474,29817,41667,35.1,71484,22.3,42709,82.6,1.6
48473,38045,25204,24911,29,50115,16.5,56407,78.4,5.5
48475,8308,5794,5806,34.4,11600,12.8,63809,77,3
48477,27531,17837,17219,42,35056,14.1,53157,82.6,2.7
48479,179650,138609,132584,28.4,271193,31.8,36718,65.7,3.4
48481,30923,21280,20455,37.3,41735,17.4,46097,78,3.5
48483,4098,2774,2772,39.2,5546,13.4,47476,80.3,3.4
48485,102221,63653,68185,34.3,131838,16.8,45071,86,2.9
48487,9926,6488,6404,38.6,12892,15.8,40955,78,4
48489,16519,9801,12009,32.8,21810,38.3,31225,63.1,5.5
48491,389356,268805,259913,36.1,528718,5.8,82370,92.9,3.7
48493,36673,24183,24297,40.2,48480,10.4,66045,84.9,3.8
48495,5508,3841,4052,32.3,7893,15,53312,68.1,2.5
48497,48358,32158,32297,38.7,64455,12,57609,84.6,4
48499,35618,22201,22026,48.4,44227,13.2,47260,85.1,4.5
48501,5713,4221,4267,31.1,8488,12.2,57114,71.4,6.2
48503,13734,9191,8961,41.3,18152,14.6,52133,81.6,2.5
48505,9526,7198,7151,29.3,14349,29.1,34136,50.3,7.6
48507,8400,5986,6037,30.5,12023,34.4,25507,59.2,6.5
49001,4419,3121,3342,33.6,6463,8.9,49843,91.3,2.3
49003,36035,26291,26848,32.7,53139,9.5,57875,93,3.8
49005,85080,61213,61540,25.1,122753,12.8,57422,93,3.1
49007,14971,10256,10143,36.3,20399,15.2,49743,87.9,4.7
49009,857,454,641,44.2,1095,8.2,54784,95.1,2.4
49011,230106,169692,172589,30.8,342281,6.3,77095,95.5,2.5
49013,13270,10083,10254,30.7,20337,13.8,56408,87.3,3.6
49015,7174,5032,5184,36.1,10216,12.4,54569,92,2.5
49017,3774,2365,2621,41.6,4986,10.9,47901,90.7,3.5
49019,7458,4766,4813,41,9579,12.7,55916,91.5,5
49021,35432,24919,25018,28.9,49937,18.4,45581,92.1,5
49023,7177,5332,5678,30.6,11010,10.6,57820,92.1,2.7
49025,5677,3614,3720,43.3,7334,10.6,48697,95,3.8
49027,8765,6228,6466,35.2,12694,11.2,55656,89.7,2.5
49029,7349,5549,5888,31.7,11437,4.3,85681,97.9,2.3
49031,1107,727,739,46.7,1466,17.7,39659,83,1.6
49033,1632,1136,1183,37.6,2319,9.3,60008,96.1,2.6
49035,808314,558469,562885,32.6,1121354,9.4,68404,89.8,3.6
49037,11423,8481,8414,30.5,16895,31,42747,84.2,4.2
49039,21627,14030,15379,31.4,29409,16.8,47768,89.2,4.2
49041,14940,10455,10812,35.5,21267,13.8,50909,89.4,3.2
49043,30037,19707,20600,38.8,40307,6,94540,94.2,2.3
49045,43146,3.20E+04,32833,31.5,64833,8.1,64675,91.6,4.8
49047,24038,17895,18478,30.5,36373,11.4,64184,86.8,3.5
49049,389800,292979,299320,24.6,592299,11.4,69568,93.6,3.3
49051,20666,14931,15597,33.3,30528,5.5,73077,92.3,2.5
49053,116835,80989,79256,36.9,160245,12.5,54876,92.8,3.5
49055,2021,1320,1382,41.7,2702,14.8,43080,92.1,1.2
49057,176314,123289,124271,32.7,247560,10.8,62768,90.1,3.5
50001,30527,18471,18488,43.4,36959,9.7,59731,92.5,3.3
50003,29248,18577,17614,46.8,36191,13.9,51989,90.6,3.4
50005,24371,15201,15132,44.3,30333,13.5,48747,90.6,3.9
50007,131993,82402,79129,36.2,161531,9.6,67833,93.9,3.2
50009,5047,3058,3118,49.9,6176,15.7,40813,84.3,4.1
50011,37755,24579,24336,40.6,48915,10.5,59418,89.7,3.5
50013,5614,3452,3467,47.3,6919,8.8,65601,93.7,4.1
50015,20054,12660,12673,40.8,25333,12.1,56207,91.8,2.7
50017,23468,14459,14460,45.7,28919,10.6,54272,91.7,2.9
50019,21624,13339,13524,45.6,26863,15.5,43107,87.1,3
50021,48611,30075,29235,46.5,59310,13.3,50569,90.9,3.5
50023,47222,29544,28960,43.6,58504,10.8,55803,93.6,3.1
50025,35248,21958,21187,46.8,43145,12.7,47074,91.5,3.9
50027,45284,28353,27143,47.6,55496,10,58123,92.4,2.9
51001,26150,16898,16049,46.3,32947,20,39040,80.5,4
51003,85160,55785,51093,39.2,106878,8.5,73132,91.4,2
51005,12644,7971,7624,48.1,15595,14.9,47037,84.5,2.3
51007,10202,6580,6333,45.3,12913,10.4,56172,81.3,2.4
51009,25364,16391,15242,44.8,31633,14.3,46497,82.7,3.2
51011,12095,7974,7501,43.2,15475,13.9,51431,83.6,2.5
51013,189263,115176,114874,34.6,230050,7.5,108635,93.8,2.6
51015,60352,36893,38104,45,74997,9.2,56784,86.5,2.9
51017,3767,2212,2264,50.6,4476,11.7,47059,87.3,5.6
51019,62249,39453,38507,46.3,77960,9.6,55708,88.9,2.9
51021,5459,2916,3597,45.9,6513,13.8,44827,89.2,3.2
51023,26784,16780,16451,47.4,33231,7.8,68390,91.6,2.5
51025,13457,7715,8528,44.3,16243,22.8,39433,77.3,3.4
51027,18243,10891,11287,46.2,22178,25.1,31763,70,3.7
51029,13876,7693,9355,42.9,17048,17.6,42455,77.5,4.5
51031,44028,28302,26650,43.1,54952,13.3,49935,85.4,2.6
51033,23111,15402,14776,39.5,30178,9.9,55423,83.4,4.3
51035,23929,14924,14607,47.3,29531,16.3,40390,80.4,2.9
51036,5972,3642,3429,50.5,7071,12.4,56907,77.3,4.3
51037,9505,6077,6052,45.1,12129,20.8,38557,80,3.8
51041,257602,175607,163402,38.9,339009,7,76260,91.4,4.4
51043,11376,7246,7128,46.9,14374,7.9,76753,87.4,3
51045,4185,2576,2582,47.6,5158,12.6,48221,87.1,2.8
51047,37538,25004,25079,39,50083,9.8,67023,83.6,4.1
51049,7721,4997,4655,45.3,9652,18.2,42692,79.4,5.4
51051,11995,7359,7609,44.1,14968,25.6,32795,73.8,3.1
51053,22501,14458,13686,42.8,28144,13,54805,81.1,5.8
51057,8928,5875,5248,46.2,11123,13.1,50033,82.1,3.9
51059,867631,574592,564060,38,1138652,6,115518,91.7,3.3
51061,52875,34896,34173,42,69069,5.8,91372,91.5,2.7
51063,12557,7795,7936,46.5,15731,13.7,42670,83.5,4.2
51065,20875,14179,12092,43.6,26271,7.5,70005,89.3,3.2
51067,45213,28354,27715,46.8,56069,13.2,52424,85.4,3.7
51069,64944,42416,42005,40.7,84421,6.8,69346,88.1,3.4
51071,13357,8585,8272,44.5,16857,12.2,51780,85.2,2.7
51073,29621,18848,18366,44.3,37214,9.4,64296,89.8,2.5
51075,18426,11492,11176,47.8,22668,6.4,88815,90.6,3.1
51077,12365,7675,7432,48.8,15107,17.4,36113,79.2,3.7
51079,14711,9850,9521,40.9,19371,8.4,66170,83.5,5.1
51081,9753,4457,7249,41.4,11706,25.4,41539,76.6,2.9
51083,27813,18216,16776,46.1,34992,18.7,39859,79,2.9
51085,81148,53239,51153,42.7,104392,5.8,83405,92.6,2.6
51087,250825,172174,154327,38.3,326501,9.2,66524,90.9,4.4
51089,41205,26631,24814,46.9,51445,18.4,36703,79.2,5
51091,1911,1101,1115,56.7,2216,13.3,42837,84.1,0.7
51093,28892,18709,17887,44.7,36596,9.5,70982,86.6,5.2
51095,59363,38537,35867,46.4,74404,6.5,84035,93.9,2.8
51097,5832,3543,3616,47.7,7159,13.4,52115,85.5,3.4
51099,19379,12856,13128,37.6,25984,6.8,80664,92.8,4.4
51101,12555,8350,7984,40.4,16334,7.7,68053,88.3,2.6
51103,9324,5801,5171,57.4,10972,14,44941,89.3,2.7
51105,19645,11594,12585,44.1,24179,29.9,32466,75.4,5.3
51107,275089,195076,190869,36.1,385945,3.5,134609,93.5,3
51109,27947,17821,17415,44.9,35236,12.2,52671,83.6,5
51111,9984,5774,6499,45.2,12273,19.8,38313,75.8,2.9
51113,10428,6744,6334,46.2,13078,11.2,56774,85.8,3.1
51115,7372,4539,4243,53.1,8782,10.1,59439,91.5,1.1
51117,25054,15946,14946,48.4,30892,15.9,45827,79.9,3.2
51119,9074,5497,5281,53.8,10778,14.2,49840,88.6,2.6
51121,82780,47173,51429,28.6,98602,20.3,51428,91.3,2.7
51125,12066,7621,7248,49.8,14869,12.6,54188,86.4,2.2
51127,16801,10337,10810,43.5,21147,5.9,84486,91.8,3.2
51131,9684,6291,5848,48.8,12139,20.3,39348,79.3,3.6
51133,10365,6195,6027,56.6,12222,13.4,52957,89.7,3.8
51135,12556,7143,8452,42.4,15595,22.9,40514,74.9,4
51137,27883,18146,17387,43.8,35533,9.2,64656,89.4,4.7
51139,18937,11961,11693,45.3,23654,16.4,45834,79.2,5.1
51141,14742,9098,8825,49.6,17923,17.9,38539,79.7,4
51143,49664,31344,30343,46.6,61687,13.6,46192,82.2,3.8
51145,23112,13573,14870,45.3,28443,6.6,78047,90.6,2.7
51147,19412,11626,11516,31.6,23142,22.6,41072,83.1,3.3
51149,29622,17323,20522,37.3,37845,9.5,66775,88.5,4.9
51153,329347,228361,226849,34.9,455210,7.4,97549,89,3.9
51155,27998,17059,17144,46.2,34203,14.4,49554,84.1,3.9
51157,6081,3737,3651,50.9,7388,9.9,65278,87.2,1.4
51159,7293,3931,4843,44.6,8774,19.3,45403,80.6,2.8
51161,74871,48840,45191,44.4,94031,7.4,62306,91.6,3
51163,18459,11302,11090,48.9,22392,12.3,50570,86.2,2.7
51165,62083,40506,39238,41.4,79744,9.7,57655,82,3.3
51167,22059,13958,13412,45.4,27370,16.9,39003,78.2,3.2
51169,17924,10911,11019,46.6,21930,19.5,38612,79.3,3.8
51171,33977,22042,21133,44.5,43175,10.8,53810,85.7,3.4
51173,24995,15805,15257,45,31062,18.1,40140,82.6,3.9
51175,14573,8654,9403,46.8,18057,15.6,49595,82.6,3.2
51177,98763,67140,64870,37.9,132010,7.4,81065,89.6,3.8
51179,106560,71636,72725,35.5,144361,5.7,97607,93.5,3.2
51181,5393,3350,3194,49.2,6544,13.4,51810,83.6,5
51183,9661,4706,6798,40.8,11504,23.1,41790,72.3,1.9
51185,33951,21120,21030,44.6,42150,18,38992,78.8,4.1
51187,30354,19604,19551,40.5,39155,10.3,65434,85.9,4.2
51191,43974,27540,26674,45.8,54214,14.7,44785,84.1,3.7
51193,14280,9032,8560,48.1,17592,14.8,48983,85,3.7
51195,31367,18799,20429,40.7,39228,23.5,33810,75.2,4.8
51197,23163,14819,14197,45,29016,14.4,47676,82.2,4.3
51199,51388,34611,33365,38.7,67976,5.1,87910,93.8,3.7
51510,127326,80643,75167,36.5,155810,10.5,87822,91.4,3.1
51515,,,,,,,,,
51520,13590,8906,8054,42.9,16960,23.6,33659,83.6,5.1
51530,5158,3443,3009,38.4,6452,16.2,38991,81.2,3.5
51540,39362,24190,22722,30.8,46912,22.8,47977,90.3,2.5
51550,180367,121794,116146,36.9,237940,8.6,71998,91.4,4
51570,13744,9556,8216,40.9,17772,10.4,52673,89,5.1
51580,4463,2823,2695,44.7,5518,15.9,37904,84.9,2.7
51590,32579,22514,19384,41.7,41898,22.3,35220,79.8,6.6
51595,4038,2888,2417,40,5305,23.2,33499,76.9,10.2
51600,18721,12250,11914,38.9,24164,6.8,94701,91.8,3.8
51610,10163,7130,6884,37.9,14014,3.6,118035,98,4.1
51620,6336,4534,3772,40.9,8306,18.2,40247,81.2,9.1
51630,22352,15333,12964,30,28297,14.6,53714,91.3,4.9
51640,5252,3635,3140,42.9,6775,20.5,35221,76.6,3.7
51650,106438,70332,65078,35.9,135410,16.4,50294,90.1,5.4
51660,44484,27635,25443,25.6,53078,28.4,41636,85.1,3.5
51670,16825,12166,10569,36,22735,20.7,40126,80.9,6.6
51678,6382,3060,3985,22.7,7045,22.2,45331,85,1.4
51680,64742,42625,37587,28.3,80212,17.8,41586,88.2,4.2
51683,30456,20816,20667,34.2,41483,9.7,72396,81.5,4.5
51685,11820,7784,8131,34.4,15915,7.8,75994,82.5,3.3
51690,10319,7270,6175,43.3,13445,23.2,34262,79.1,5.5
51700,139616,93430,88395,33.2,181825,14.7,50149,89.2,5.2
51710,196030,117196,127919,30.5,245115,21.3,45809,87.5,5.5
51720,3064,2012,1852,39.7,3864,23,30587,82.8,8.4
51730,25013,17156,14726,38,31882,25.2,34238,78.7,7.9
51735,9433,6073,5944,43.9,12017,5.4,90119,94.8,2.1
51740,72862,49500,45752,35.2,95252,18.2,46617,84.9,6.7
51750,15200,9142,8341,24,17483,27.2,35655,89.6,4.7
51760,183066,117253,105917,33.4,223170,26.2,42336,84,5.9
51770,77517,51956,47704,38.4,99660,22.3,38238,85.2,4.7
51775,20560,13389,12160,40.3,25549,9.2,57897,89.5,3.1
51790,19864,13266,11097,42.9,24363,12.8,46237,88.2,3
51800,67173,46101,43172,37.8,89273,11.7,65025,88,4.7
51810,350853,230269,222333,35.8,452602,8.3,70596,93.2,3.7
51820,16840,11377,10510,39.1,21887,14.6,41255,86.3,3.2
51830,13539,8225,6989,26.8,15214,21.1,49231,94.7,4.5
51840,21376,13944,13572,37,27516,15,46093,83.5,3.2
53001,12368,9445,9793,28.2,19238,19.5,48698,66.1,3.9
53003,17664,11426,10880,45,22306,14.6,46121,90,4.8
53005,141809,96584,97102,35.7,193686,10.5,63474,89.6,4.1
53007,58131,38260,38078,39.7,76338,11.5,51930,82.6,4.2
53009,61628,37709,36861,51,74570,15.3,49502,91.9,4.6
53011,351953,236099,230919,38.2,467018,9,68937,91.7,4.6
53013,3237,2001,1937,51.6,3938,14,47894,89.9,4.7
53015,81329,53088,52072,41.6,105160,16.3,51772,88,5.4
53017,30540,20476,20851,37.5,41327,12.8,52363,81.1,3.2
53019,6288,3675,3939,50,7614,21.3,40581,87.5,4.2
53021,60289,43648,46512,29.8,90160,14.9,56940,73.6,4.4
53023,1797,1138,1109,49.9,2247,13.9,51922,96.4,2.4
53025,65644,46341,47205,32.7,93546,16.1,48997,75.1,5.6
53027,56754,34888,36740,43.9,71628,15.2,48210,88.2,6.3
53029,67482,41416,41220,44.4,82636,9.4,64475,94.8,4
53031,27209,15826,15313,58,31139,12,53345,94.5,3.4
53033,1706343,1074382,1075588,37.1,2149970,9.3,85907,92.5,3.8
53035,210153,129602,135209,39,264811,10.1,68706,94.3,3.9
53037,37090,22266,22600,33.5,44866,18.2,50410,90.6,4
53039,17120,10533,10768,47.1,21301,15.5,50691,86.5,2.6
53041,60403,38484,38582,43.2,77066,14.7,47127,87.1,5.2
53043,8135,5112,5238,48.6,10350,12.5,53886,91.3,2.1
53045,50315,30085,32113,46.2,62198,14.9,52758,87.4,5.4
53047,31985,20680,20874,43.4,41554,19.7,41726,82.3,4.5
53049,17725,10623,10626,53,21249,17,43168,88.4,3.4
53051,10606,6450,6673,50.6,13123,16.2,48706,89.2,4
53053,656881,433080,428232,36.1,861312,12.1,64312,91,4.9
53055,14137,8419,7920,56.3,16339,9.9,59658,95.3,2.9
53057,96486,62512,61169,41.7,123681,11.3,60442,88.9,4.3
53059,9253,5649,5861,46.5,11510,13.5,55802,90.5,4.3
53061,608025,392495,395125,38,787620,8,78582,91.8,4.1
53063,388177,251526,247546,37.4,499072,13.3,52933,93.1,4.3
53065,34686,22292,22147,46.8,44439,14.3,51303,89.9,4.5
53067,215448,140638,134584,39,275222,10.4,65684,93.6,5.1
53069,3405,2048,2091,54.2,4139,12.8,54162,93.1,2.7
53071,47421,29556,30784,37.5,60340,14.2,53598,88.6,3.7
53073,174146,109339,107461,37.1,216800,15.2,56636,91.2,4.8
53075,41392,24002,24849,24.8,48851,25.9,42693,95.8,5.2
53077,175048,124807,124829,32.8,249636,18.2,48232,72.5,5.2
54001,13431,8613,8218,41.5,16831,22.4,36485,81.1,4.1
54003,86367,57300,56225,38.4,113525,12.9,56966,87.2,5.8
54005,17843,11494,11322,43.1,22816,24.2,36313,79.2,4
54007,11589,7153,7318,45.3,14471,21.3,36612,81,7.6
54009,18932,11690,11287,46.4,22977,13.4,46020,90.1,2.3
54011,76774,48958,47029,38,95987,21.9,39462,87,3.6
54013,5938,3688,3648,47.7,7336,21.8,33818,76.9,7.9
54015,6865,4389,4470,44.1,8859,29,33706,72,4.6
54017,6902,3735,4678,43.2,8413,19.7,40524,78.3,2.7
54019,35166,22009,22314,43.7,44323,19.7,38829,81.7,4.1
54021,7070,3349,4900,38.4,8249,27.1,35325,80.5,4.3
54023,9442,5875,5857,46.9,11732,15,38477,81.7,3.2
54025,28387,18084,17195,46,35279,16,38784,83.8,4
54027,18673,11451,11850,46.2,23301,15.7,45172,80,3.8
54029,23858,15113,14477,46.1,29590,13.2,44889,87.2,3.9
54031,11098,6912,6977,45.3,13889,15.2,40243,80.3,4
54033,53607,34882,33518,42.2,68400,14.6,46548,87.7,4.2
54035,22859,14690,14462,43.7,29152,15.7,43544,86.6,2.7
54037,43517,28425,27943,40.8,56368,10.1,71315,88.8,5
54039,148497,96480,89761,43,186241,16.8,44956,88,3.7
54041,12937,8179,8130,43.9,16309,18.4,36826,87.2,3.7
54043,16475,10652,10580,42.9,21232,24.2,32477,79.1,3.3
54045,26788,17108,16592,43.4,33700,24.4,35667,77.7,5.5
54047,15189,9759,9382,45.1,19141,36.3,24460,64.9,3.7
54049,45170,28652,27886,40.8,56538,17.6,45712,88.9,3.4
54051,25501,16057,15736,45.1,31793,17.5,42357,89.2,3.2
54053,21153,13881,12944,43.6,26825,17.9,42187,84.7,4.7
54055,47925,31582,28886,43,60468,20.2,36871,83,3.1
54057,21890,13786,13625,44,27411,15.6,45437,88.7,4.1
54059,19084,12485,12162,42.1,24647,28.2,30638,73.9,7
54061,87307,50723,53899,31.2,104622,18.5,49725,91.6,3.6
54063,10638,6727,6643,46.7,13370,17.3,38395,81.4,4.6
54065,14390,8847,8785,47.9,17632,11.9,59573,82.9,7
54067,20155,12811,12500,45,25311,21.4,37359,83.7,3.9
54069,34322,21997,20519,43.2,42516,15.8,43240,91.9,3.2
54071,5817,3484,3567,50.9,7051,16.2,39951,81,2
54073,6172,3503,4088,43.9,7591,14.3,47276,87.6,4.2
54075,7019,4125,4376,48.7,8501,18.3,35906,84.8,3
54077,27231,16369,17389,42.8,33758,17.4,44438,83.5,4.1
54079,43957,29021,27920,42.1,56941,10.8,56789,92,1.8
54081,60426,38158,38443,42,76601,17.4,42282,84.3,3.8
54083,23466,13999,15007,44.2,29006,18.7,38549,82.8,3.9
54085,7907,4924,4951,46.1,9875,18.2,42154,81.9,4.2
54087,11148,7180,7028,45.3,14208,22.1,35135,78.2,4.6
54089,10699,7057,5815,47.5,12872,24.7,31458,82.8,5
54091,13497,8294,8565,43.9,16859,16.4,44598,85.9,5
54093,5743,3417,3509,48.4,6926,15.8,42128,87.3,4.5
54095,7177,4500,4472,46.4,8972,16.1,42429,87.6,4.1
54097,19553,12437,12221,41.4,24658,20.2,40509,83.9,4.1
54099,31939,20818,19713,43.5,40531,21.5,40881,79.4,4.5
54101,6882,4355,4291,46.7,8646,30,30578,73.9,5.1
54103,12510,7919,7721,46,15640,19.5,42679,83.1,3.9
54105,4583,2849,2957,45.4,5806,18.1,37542,83.3,2.7
54107,67399,44185,41458,43,85643,17.2,46737,89.6,4.3
54109,17170,11029,10734,43.8,21763,23.9,36018,77.4,4.8
55001,17097,9334,10735,53.3,20069,13.9,42390,87.3,4.4
55003,12203,7782,7932,41.8,15714,14.5,41949,91.6,4.5
55005,35595,22586,22826,44.5,45412,11.3,49581,89.9,3.4
55007,12296,7283,7608,52.2,14891,12.4,50666,94.5,3.9
55009,197770,130944,129457,37.2,260401,9.8,58449,91.4,3.7
55011,10345,6406,6693,46,13099,10.5,52885,91.5,2.5
55013,12482,7480,7733,52.4,15213,13.8,48087,92.1,3.4
55015,37272,24671,24882,39.9,49553,5,72752,92.6,1.9
55017,49384,30587,33062,41.3,63649,11.5,54659,92.1,2.7
55019,24420,17105,17452,37.6,34557,13.8,48675,81.6,2.7
55021,44469,27898,29029,42.2,56927,8.2,62036,92.8,2.9
55023,12928,7852,8469,46,16321,14.2,46698,90.1,3.2
55025,420347,267407,263866,34.9,531273,10.9,70815,95.3,3.2
55027,70252,41562,46506,42.5,88068,9.8,56949,89,3.1
55029,23099,13969,13618,53.1,27587,8.3,56298,93.6,3.4
55031,34833,21687,21822,42,43509,13.6,50340,93.6,4.1
55033,35883,22180,22524,35.3,44704,12.5,52181,92.9,3.6
55035,81894,52208,50757,34.3,102965,13.1,52209,93.1,3.4
55037,3805,2147,2309,53.6,4456,12.3,47704,92.8,4.2
55039,79923,51975,50169,41.5,102144,7.7,58920,91.6,3.1
55041,7234,4484,4580,46.7,9064,15.9,42072,86.5,5.2
55043,41532,25042,27172,35.6,52214,16.7,47512,91.4,2.8
55045,28725,18673,18402,43,37075,8.2,60846,92.2,2.1
55047,14576,9334,9385,46.2,18719,11.6,50386,88.6,3.1
55049,18235,11803,11851,43.3,23654,8.8,58372,93.4,2.9
55051,4853,2833,2893,54.6,5726,14.4,41597,93.4,3.9
55053,16010,9540,11022,42.2,20562,11.1,51024,88.2,3.3
55055,66257,42346,42279,40.6,84625,9.3,60744,91.1,3.2
55057,21011,12312,13962,45,26274,14.4,47938,86.1,3.4
55059,128583,84976,83207,38,168183,13,59622,90,5.8
55061,15977,10035,10370,44.6,20405,7.6,61074,92.1,3.1
55063,94437,60476,57646,35.8,118122,13.3,55151,94.5,3.3
55065,12555,8320,8433,41,16753,11.7,56074,89.9,2.1
55067,15452,9518,9703,48.7,19221,14.2,44522,89.9,4.3
55069,22668,13837,14065,47.6,27902,10,54471,90.3,3.1
55071,63007,39848,39688,45.1,79536,9.2,53633,90.9,3.2
55073,104466,67415,68188,40.9,135603,10.4,56223,91.1,3.3
55075,32735,20184,20307,48.6,40491,12.4,44265,91.4,3.9
55077,12076,7442,7625,49.6,15067,12,50032,88.5,3.7
55078,3023,2276,2257,31,4533,27.2,36562,89.3,5.8
55079,720362,490848,460600,34.6,951448,19.8,47666,86.9,5.3
55081,34072,22570,23053,39.7,45623,12,56400,90.2,3.9
55083,29748,18313,19117,46.5,37430,9.1,58025,90.4,3.3
55085,29484,17793,17808,50.9,35601,9.6,50938,92,2.9
55087,140535,92471,92055,38,184526,8,61764,93.5,2.6
55089,69175,44906,43408,43.8,88314,5.4,85706,96.3,2.4
55091,5762,3622,3685,46.5,7307,11.5,53262,90.9,2.7
