fips,adult_pop,female_pop,male_pop,median_age,population,pct_poverty,median_income,pct_highschool,pct_unemployed
1001,41890,28422,26994,38.6,55416,13.5,54487,87.6,3.4
1003,163233,107322,101241,42.9,208563,11.7,56460,90,3.7
1005,20477,12186,13779,40.1,25965,29.9,32884,73.8,6.2
1007,17944,10498,12145,39.6,22643,20.1,43079,80.7,3.5
1009,44322,29206,28498,41.1,57704,14.1,47213,80,3
1011,8155,4762,5600,39.4,10362,32.6,34278,66.6,7.5
1013,15284,10676,9322,40.6,19998,24.8,35409,81.1,5.3
1015,89591,59473,55138,39.8,114611,17.1,41778,82.3,6.7
1017,26670,17600,16243,42.6,33843,19.9,39530,80.3,4.1
1019,20625,12956,12769,46.2,25725,16.8,41456,81.3,3
1021,33378,22336,21605,39.4,43941,18.3,44188,80.1,4.4
1023,10356,6813,6180,45.7,12993,22.7,32691,78.9,6.2
1025,19039,12853,11539,42.3,24392,29,34061,81,8.4
1027,10690,6876,6616,44.1,13492,18.9,38512,74.6,3.5
1029,11478,7503,7421,42.3,14924,17.2,43483,74.2,3.8
1031,39062,25907,25319,39.3,51226,14.4,48632,85.1,3.5
1033,42724,28058,26158,42.6,54216,16.7,46572,83.4,4.1
1035,9778,6434,5961,44.5,12395,28.1,29758,79.4,9.6
1037,8728,5212,5369,47.2,10581,17.5,36441,72.9,5.9
1039,29229,19385,18073,43.2,37458,19.6,35010,80.9,5.7
1041,10706,7119,6794,41.7,13913,20.5,37374,78.3,4.1
1043,63929,41740,40731,41,82471,14.9,41543,82.2,3.2
1045,37850,24962,24264,37.9,49226,20.6,40523,85.8,5.5
1047,30154,21528,18480,38.8,40008,35.4,30488,79,7.8
1049,53560,35814,35086,39.3,70900,20.5,37128,72.6,3.4
1051,63338,42134,39665,38.6,81799,13.5,54553,86.8,4.2
1053,29359,18344,19384,39.9,37728,23.3,35096,80.5,7.1
1055,80238,52918,49646,41.7,102564,17.5,40972,82.5,4.6
1057,13043,8367,8179,43.8,16546,20.3,38403,79.2,4.4
1059,23924,15835,15793,38.8,31628,20.1,37049,75.7,5.4
1061,20736,13546,13068,43.3,26614,20.9,36976,77.7,5.5
1063,6513,4421,4001,42.2,8422,34,26559,76.9,7.7
1065,11394,7892,7060,40.5,14952,23.7,35381,81.4,5.7
1067,13592,8860,8304,44.4,17164,18.7,41426,80.7,4.1
1069,79685,54194,49862,39.6,104056,19.4,42910,84.9,4.7
1071,41102,26480,25658,43.4,52138,17.5,41407,79.5,4.6
1073,507704,347409,312112,37.7,659521,15.3,50109,89,5.1
1075,10948,7136,6782,44.4,13918,18.6,38358,77.4,4.7
1077,73777,48185,44133,41.4,92318,15.2,44124,84.9,4.3
1079,25985,17017,16227,42.5,33244,16.8,43107,77.5,4.3
1081,124914,80598,78393,31.3,158991,18.3,47749,88.7,3.7
1083,71383,46275,46478,39.6,92753,12.8,52181,83.2,4.6
1085,8015,5463,4895,41.6,10358,31.7,32011,74.8,6
1087,15675,10318,8645,38.6,18963,30,30681,80.5,8.1
1089,278157,182725,174242,38.5,356967,13.5,61193,90.8,4.7
1091,15201,10374,9299,42,19673,25.8,34794,83.9,6.8
1093,23671,15098,14900,44,29998,18.5,36386,79.9,4
1095,71645,48230,46927,39,95157,21,42117,78.6,4
1097,316518,216639,198197,37.5,414836,19.5,45233,85.8,5
1099,16645,11262,10268,42.3,21530,25.7,36639,82,10.4
1101,173781,119329,107020,36.4,226349,18.8,45111,85.5,5.2
1103,91776,60456,58556,40.5,119012,15.8,46843,82.5,5.2
1105,7509,5065,4509,37.7,9574,35,25221,76.4,4.3
1107,16275,10168,10156,41.9,20324,25.8,35968,81.1,5.9
1109,26901,17378,15908,31.1,33286,25.1,35172,80,5.7
1111,17690,11657,10995,43.4,22652,21.8,40283,77.3,4
1113,43597,29997,28175,35.9,58172,19.3,38617,82.6,5.4
1115,67938,44070,43949,40.1,88019,12,57856,83.5,3.8
1117,160133,108441,102181,38.8,210622,7.9,74212,91.6,3.1
1119,10460,7103,5937,36.5,13040,32.4,26814,80,7.2
1121,62697,41325,38778,41.2,80103,18,40555,79.8,6.5
1123,32157,20923,19804,44.5,40727,20.2,40169,79.6,5
1125,162931,106829,99273,32.7,206102,17.6,47483,88.1,4.1
1127,50570,33251,31716,42.3,64967,20.5,39511,78.6,5.6
1129,12902,8547,8209,41.7,16756,18.2,37575,79.7,8
1131,8301,5758,5228,40.3,10986,31.9,24216,79.9,8.4
1133,18845,12056,11749,45,23805,17.3,38644,76,4.4
2000,,,,,,,,,
2013,3003,1060,2236,42.3,3296,14.8,63991,84.4,2.3
2016,4989,1863,3784,41.7,5647,8,78151,87.5,0.9
2020,224225,146093,152099,33.3,298192,7.2,83959,93.3,4.2
2050,11513,8687,9281,26.9,17968,25.5,46634,80.9,11.9
2060,726,413,485,40.9,898,11.4,68026,92.6,4.2
2068,1599,888,1065,40.7,1953,6.3,72378,96.2,0.9
2070,3394,2434,2520,29.5,4954,19.6,52250,86.8,6.9
2090,76087,46194,54411,30.7,100605,8.5,73427,94.4,5.6
2100,2046,1263,1233,48.7,2496,10.3,53471,95.5,2.5
2105,1672,995,1083,47.8,2078,19.1,53884,90.6,6.8
2110,25340,15946,16522,37.5,32468,7.4,82011,95.6,3.6
2122,45173,27870,30636,40.5,58506,12,68501,92.7,5.3
2130,10687,6657,7089,39.7,13746,9.2,67125,92,5.1
2150,10129,6443,7289,34,13732,7.3,74683,90.7,2.6
2164,1118,752,810,32.7,1562,20.9,44310,86.3,7.9
2170,76002,49795,54570,34.8,104365,9.5,71793,92.4,6.2
2180,6412,4710,5207,27.7,9917,24,55974,84.9,11.1
2185,7110,3608,5998,34.5,9606,11.9,74998,88.4,8
2188,4924,3518,4155,26.8,7673,27.8,53692,79.1,14.2
2195,2438,1488,1661,39.9,3149,8.4,60540,92.4,4
2198,4811,2884,3463,40,6347,17.5,48888,90.5,8.8
2220,6863,4277,4553,38.9,8830,7.9,72795,92.6,3.1
2230,933,524,564,39.6,1088,4.4,65112,96.5,5.6
2240,5108,3069,3807,37.2,6876,11.8,59412,90.7,5.9
2261,7120,4481,4874,38.7,9355,9.2,69755,92.8,6
2270,,,,,,,,,
2275,1910,1166,1245,47.5,2411,11.5,56747,88.1,4.3
2282,480,263,338,41.5,601,16.8,57687,94.5,5.4
2290,3994,2573,2953,35.5,5526,23,37906,82.9,11.2
4001,52072,37159,35953,34.3,73112,33.2,34040,78.2,6.4
4003,98064,61641,64129,41.1,125770,21.1,45151,86.6,3.9
4005,111071,71462,69446,31,140908,17.8,53643,88.9,5.3
4007,42625,26983,26573,49.9,53556,20.3,40747,84.3,5.7
4009,27105,17457,20142,32.7,37599,22.9,46714,85.4,7.2
4011,6894,4646,4967,33.6,9613,12,61110,87.9,5
4012,16814,9957,10360,55.9,20317,24.8,34285,75.2,4.4
4013,3202884,2145005,2097992,36.3,4242997,15,58742,86.9,4.3
4015,168411,101898,103351,51.1,205249,18.3,42003,83.9,5.2
4017,79959,54818,55208,36.7,110026,28.2,37440,81.5,9
4019,798710,516727,499479,38.7,1016206,18.2,47644,87.7,5.4
4021,320383,201176,217364,39.3,418540,15.4,52642,84.9,4.7
4023,33273,24002,21983,37,45985,20.9,39090,74.8,5.4
4025,187886,115491,110071,53.3,225562,13.3,49824,90.2,4.2
4027,153428,99754,105877,34.6,205631,19.3,42998,71.7,6.6
5001,14046,9427,8787,41.6,18214,18.1,39726,82.5,5.5
5003,15723,10519,9973,42.3,20492,17.9,41277,83.9,5.4
5005,33778,21172,19890,52.1,41062,12.7,40147,87.2,2.9
5007,189336,130195,128096,35.4,258291,9.1,64072,87.2,2.2
5009,28929,18905,18399,42.3,37304,15.4,39881,85,4.7
5011,8370,5628,5368,40.8,10996,23.5,34114,79.9,5.7
5013,4200,2546,2598,46.3,5144,17.1,33507,83.2,3.8
5015,21561,14041,13605,44.7,27646,17.2,37145,83.8,3.3
5017,8444,5513,5432,42.5,10945,30.1,29527,80.1,5
5019,18318,11892,10765,33.3,22657,22.3,37247,86.5,4.6
5021,11809,7616,7304,44,14920,19.1,36037,79.1,3.8
5023,20416,12795,12469,48.7,25264,16.3,42397,83.3,4.3
5025,6377,4191,4050,42.7,8241,15.8,45256,86.1,4.7
5027,18905,12357,11544,35.8,23901,24.2,35322,85.2,5.3
5029,16145,10654,10283,42,20937,18.9,41892,85,3.9
5031,79522,54308,51527,34.1,105835,16.2,44091,88,4
5033,46926,31559,30708,39.1,62267,16.8,42941,85.3,4
5035,35507,25744,23491,34.8,49235,25.5,37627,81.8,5.5
5037,12924,8808,8229,40.5,17037,19.4,40970,80.7,4.2
5039,5842,3811,3658,44.6,7469,20.8,33679,83.4,3.7
5041,8833,6281,5595,39.7,11876,26.5,32392,76.1,6.8
5043,14558,9609,9042,36.6,18651,19.2,40441,81.7,7.3
5045,93585,62397,59830,32.5,122227,16,50909,91.1,3.7
5047,13525,8830,8796,41,17626,17.9,40091,81.1,4.5
5049,9624,6113,6010,48.7,12123,23.2,33451,83.9,3.4
5051,77391,50514,46963,44.6,97477,17.8,42087,88.4,5
5053,13924,9082,9.00E+03,41,18082,11.5,54411,90,4.6
5055,33588,22636,21962,38,44598,15.3,45208,85.3,4.7
5057,16259,11368,10606,39.2,21974,20.7,38769,78.7,4.6
5059,26435,15926,17448,41.7,33374,14.7,46313,85.9,3.7
5061,9912,6931,6446,38.8,13377,18.7,36166,79.4,4.2
5063,28258,19047,18121,39.5,37168,15.9,42520,84.5,3.9
5065,11008,6448,6985,48.1,13433,20.1,36987,83.9,4.3
5067,13748,8700,8521,40.6,17221,24.1,35098,76.6,3.2
5069,54005,35357,34659,38.4,70016,23.3,38485,84.3,5.1
5071,19747,13145,13031,37.6,26176,18.4,37205,79,3.1
5073,5517,3534,3313,47.2,6847,27.4,32288,80.2,5.4
5075,13047,8488,8247,41.3,16735,20,39015,81.7,4.3
5077,7544,4059,5251,40.8,9310,35.9,26912,69.3,6.7
5079,11314,5254,8451,38.3,13705,27.6,35419,79.1,3.7
5081,9731,6403,6048,43.3,12451,17.5,43567,86,4.5
5083,16991,10958,10834,43.2,21792,18.2,39361,82.8,4.2
5085,53538,36600,35628,36.2,72228,12.4,56247,88.1,3.5
5087,12281,8033,8039,41.7,16072,18.3,39059,80.4,2.9
5089,13452,8269,8056,52.1,16325,20.7,33950,86,4.4
5091,33176,22193,21594,38.1,43787,22.4,38412,85.5,5.1
5093,31475,22003,20832,36.2,42835,24.6,35846,80.4,6.3
5095,5648,3814,3355,45.6,7169,27,32906,78.2,5.9
5097,7210,4463,4416,50.2,8879,22.4,36435,79.8,2.1
5099,6523,4223,4175,43.8,8398,20.4,37612,83.1,3.6
5101,6357,3921,4015,48.8,7936,19.9,33107,80.4,2.5
5103,18661,12665,11433,43.4,24098,24.7,36016,86.2,4.4
5105,7883,5122,5010,43.3,10132,16.9,43819,82.2,3.8
5107,13961,10011,8964,38.2,18975,32.3,29073,76.4,9.4
5109,8435,5429,5403,42.7,10832,18.2,34821,81.4,3.1
5111,18281,12378,11645,39.8,24023,22.7,36125,78.7,3.5
5113,15467,10271,9902,43.9,20173,23.4,32941,84.3,4.2
5115,49176,32064,31715,35.2,63779,17.5,42916,83.5,4.2
5117,6542,4139,4112,46.3,8251,17.8,40340,82.4,3.7
5119,300432,205137,188113,36.9,393250,17.2,47966,90.1,4
5121,13536,8801,8647,42.2,17448,18.9,38647,83.3,2.1
5123,20413,11824,14372,38.2,26196,31.6,39675,78,5.2
5125,90925,60523,58180,39.8,118703,8.7,63618,89.3,3
5127,7870,5038,5239,42.5,10277,19.7,34245,76.4,6.8
5129,6340,3952,4015,47.4,7967,23.1,29747,84.6,2
5131,96843,65340,62453,37.5,127793,16.9,42559,82.5,3.2
5133,12137,8513,8397,35.4,16910,20.8,38697,69.6,4.2
5135,13540,8638,8519,47.3,17157,21.3,32379,83.2,3.7
5137,10065,6359,6180,49.9,12539,21.8,31955,76.5,3.7
5139,30240,20439,19448,40.1,39887,19.3,41546,83.7,5.1
5141,13292,8358,8270,48.3,16628,16.7,38166,84.3,5.4
5143,171814,114123,113926,31.8,228049,15.8,46367,84.2,3.4
5145,60510,40702,38561,36.7,79263,15.7,44329,84,3.5
5147,5250,3491,3150,45.4,6641,26.3,30400,75.5,6.4
5149,16300,10778,10774,40.4,21552,18,38658,77.9,3.8
6001,1302216,838998,808706,37.3,1647704,10.7,89472,87.3,4.7
6003,876,507,564,50.6,1071,18.6,57481,91.1,5.7
6005,31573,17484,19899,50.7,37383,11.3,59789,88.3,5.3
6007,181375,114627,112237,37.2,226864,19.5,45097,88.3,5.9
6009,37414,22594,22577,51.8,45171,13.1,57990,90.4,4.6
6011,15645,10518,11070,35,21588,11.1,54861,68.1,5.4
6013,873571,580666,554461,39.4,1135127,8.7,90920,89.1,4.9
6015,21730,12566,14974,39.9,27540,23.7,39458,82.2,4.7
6017,147926,92976,92649,45.9,185625,8.7,75100,92.6,5.7
6019,699425,491112,488803,32.1,979915,25.5,48323,73.8,7.2
6021,20640,13872,14213,36.3,28085,16.7,46141,72.5,5.5
6023,110071,68467,68179,37.8,136646,20,43164,90.3,5.6
6025,129051,88695,92188,32.4,180883,23.6,43327,67,9
6027,14424,9025,9119,46.3,18144,12.3,53350,88.5,3.7
6029,626734,430934,453854,31.5,884788,22.4,49812,73.6,7
6031,108850,67326,82459,31.6,149785,17.4,51320,72.9,6.1
6033,50827,32132,31984,46.1,64116,20.7,40818,83.7,6.8
6035,25513,11636,19234,37.8,30870,17.6,49793,81.4,3.5
6037,7884802,5143946,4993969,36.3,10137915,16.3,61308,77.7,5.7
6039,112155,79988,74709,34.2,154697,20.4,49467,71.7,4.2
6041,207317,133485,127166,46.2,260651,7.8,103488,93.1,3.3
6043,14549,8527,8883,51.6,17410,17.9,51233,89.5,5.2
6045,68640,44087,43541,43,87628,19,45247,86.5,6.4
6047,188467,133272,135400,31,268672,20.3,47442,68.6,9.3
6049,7069,4346,4449,47.6,8795,18.4,42890,86.4,3.5
6051,11304,6496,7485,40.2,13981,11.5,56574,84,5.8
6053,320567,213512,221720,34.1,435232,12.9,62999,70.9,4.1
6055,111914,71669,70497,41.1,142166,7.9,73112,83.9,4.3
6057,81761,50349,48758,50.2,99107,10.9,60501,93.3,4.8
6059,2459892,1606987,1565545,37.8,3172532,11.1,81642,84.5,4.4
6061,295131,195245,185286,42.2,380531,7.2,85326,94.2,4.3
6063,15438,9302,9325,52.1,18627,12.6,53646,91.9,6.1
6065,1773806,1199885,1187856,35.4,2387741,15.3,59951,80.5,6.8
6067,1151401,774637,739823,36.2,1514460,16.3,59728,86.8,6.4
6069,43839,29511,29903,35.6,59414,10.5,73298,78.3,7.3
6071,1566790,1075937,1064159,33.2,2140096,17.6,56194,78.8,6.5
6073,2589424,1649463,1668286,35.7,3317749,12.4,70693,86.4,4.9
6075,752744,427215,443672,38.2,870887,10.2,101873,87.4,4.3
6077,532346,367677,366032,34.1,733709,14.6,59038,78,7.2
6079,232184,139556,143331,39.5,282887,11,69517,90.1,3.2
6081,603275,387799,376998,39.7,764797,6.6,107075,88.6,3.8
6083,346259,222869,223301,33.8,446170,13.9,66360,80.1,4.6
6085,1486226,950854,968548,37,1919402,9.3,110843,87.1,4.4
6087,220649,138642,136031,37.6,274673,13.4,75929,86.3,4.7
6089,141017,91585,88046,42.4,179631,17.2,46663,90,4.6
6091,2498,1446,1501,54.7,2947,14.4,48099,89,2
6093,34814,21886,21717,47.5,43603,18.8,40875,88.6,6
6095,340930,221585,218622,37.8,440207,11.4,73200,87.5,6.2
6097,402230,256992,246078,41.8,503070,9.4,73496,87.2,4.5
6099,394443,273906,267654,34.1,541560,14.5,54060,77.6,8.4
6101,71397,48484,48167,36,96651,17.1,51283,79.2,6.6
6103,48055,31827,31449,40.4,63276,20.9,40585,82.9,6.7
6105,10597,6222,6560,51.9,12782,21.3,38727,90.7,4.7
6107,316626,230373,230064,30.9,460437,24.7,45768,68.2,6.2
6109,44844,25832,27972,48.5,53804,15.4,50431,89.8,5.6
6111,649378,429152,420586,37.8,849738,9.8,79470,83.4,4.9
6113,169831,110777,105025,31.2,215802,19,63645,85.6,4.8
6115,54684,37198,38077,32.9,75275,16.6,46054,82.2,6.9
8001,362131,247303,250884,33.6,498187,11.7,65442,82.2,4.3
8003,12691,8282,8372,30.4,16654,24.8,37057,83.8,4.8
8005,483960,322347,314721,36.5,637068,9,70866,92.3,4.3
8007,10533,6405,6449,50.5,12854,12,51998,91.4,4
8009,2824,1778,1790,47.7,3568,20.2,34070,86.3,2.1
8011,4987,2004,3857,41.3,5861,34.1,33951,84.2,2.3
8013,258999,160272,161954,36.2,322226,10.8,74772,94.5,3.9
8014,50704,33549,32980,37.7,66529,5.3,86870,96.1,3.2
8015,16110,8928,10130,48.1,19058,11.4,49877,91.7,2.1
8017,1360,915,933,41.4,1848,14,50558,90.6,6.2
8019,7963,4478,4958,48.4,9436,8.1,68699,96.9,3
8021,5948,4070,4059,39.1,8129,22.7,34390,84,5.3
8023,2986,1751,1970,50.4,3721,30.4,27211,77,5.1
8025,4960,1583,4111,39.1,5694,48,35873,82.8,11.6
8027,3950,2255,2347,57,4602,13.6,52021,91.7,4.4
8029,24262,15226,15216,47.7,30442,17.8,41798,88,4.6
8031,552422,345884,347176,34.4,693060,14,61038,86.4,3.8
8033,1625,982,1074,47.6,2056,13.2,46791,90.9,1.9
8035,239132,165075,163557,38.4,328632,3.4,112399,97.9,2.6
8037,41728,25325,28664,37,53989,7.9,79556,88.8,2.4
8039,19860,12544,12687,46.2,25231,6,86693,96.4,3.8
8041,519254,340984,347300,34.1,688284,11.5,63610,93.9,4.6
8043,39731,20078,27368,44.8,47446,17.5,46372,88.7,3.1
8045,43886,28882,30005,36.6,58887,9.1,69161,86.9,4.5
8047,4966,2802,3129,47.7,5931,7.5,65472,98,2.7
8049,12326,7043,7965,44,15008,8.2,63875,95.7,4.3
8051,13583,7536,8872,34.6,16408,13.8,53753,95.3,5.2
8053,629,386,402,51.5,788,10,51717,94.9,3
8055,5625,3263,3414,55.6,6677,21.9,34626,91.3,6.3
8057,1133,648,709,47.6,1357,14.1,46671,87.8,1.2
8059,455902,287457,284380,40.4,571837,7,74342,94.2,3.6
8061,1081,702,671,48.4,1373,13.9,43951,92.9,2.6
8063,6354,3569,4626,38.8,8195,14.3,48272,83.5,3
8065,5947,3523,4095,36.7,7618,14.6,49064,92.8,4.4
8067,44895,27538,28085,40.1,55623,10.9,58499,94.8,3.4
8069,271968,170342,169651,35.7,339993,11.2,66561,95.7,4.1
8071,11448,6776,7327,46,14103,21.6,38224,85.8,4.4
8073,4532,2347,3296,39.3,5643,18.1,42969,85.2,1.3
8075,17837,9735,12184,38.3,21919,16.4,49407,89.3,4.3
8077,116961,75708,74375,39,150083,15,49825,89.8,5.5
8079,626,355,377,54.5,732,9.3,52641,96.6,1
8081,9746,6329,6780,37.5,13109,12.9,54151,91.1,3
8083,20773,13659,13340,43.4,26999,15.1,40679,90.2,3.7
8085,32332,21014,20457,44.8,41471,16.4,43285,88.8,4.9
8087,20810,14131,14143,36.3,28274,11.7,49129,81,3.6
8089,13950,9240,9055,40.4,18295,23.6,36773,85.8,5.6
8091,4084,2420,2437,53.5,4857,8.8,66813,97.8,4
8093,14358,8076,9090,50.5,17166,9.2,68535,96.3,2.8
8095,3263,2210,2078,42.7,4288,11.5,49046,89.1,1.7
8097,15047,8459,9293,44.6,17752,6.9,74576,95.4,4.2
8099,8876,5942,5980,37.6,11922,20.9,40164,82.6,6.8
8101,127116,83756,81367,39.2,165123,19.9,44644,88.2,5.5
8103,4990,3196,3349,37.1,6545,9.5,58980,91.8,2.8
8105,8800,5813,5666,41.1,11479,17.5,41128,83.4,5.5
8107,20075,11838,12810,40.7,24648,7.2,71322,96.5,3
8109,4962,3162,3227,48.3,6389,27.6,33973,80.8,4.1
8111,612,297,397,50.2,694,15.5,44652,95.4,7.9
8113,6498,3724,4293,41.8,8017,10.1,67251,93.2,3.2
8115,1925,1198,1209,46.6,2407,14.8,42518,91.2,4.8
8117,25502,14007,16367,38.6,30374,7.9,70265,94.7,3.3
8119,19766,11832,12211,50,24043,9.5,63966,94.4,4.6
8121,3800,2341,2567,43,4908,14.3,46304,91.3,2.3
8123,216615,146342,148590,34.4,294932,11.5,63609,87,4.1
8125,7454,5111,4992,38.5,10103,12.3,48963,87.1,1.4
9001,726510,484241,459936,40.1,944177,8.6,89954,89.9,5.6
9003,702006,458751,433638,40.1,892389,10.9,69341,89.3,5.5
9005,148318,92366,90205,47.1,182571,7.2,76323,91.7,4.6
9007,133136,83541,79788,45.5,163329,7.9,80190,93.8,3.6
9009,679954,443461,413414,39.9,856875,11.4,66012,89.5,5.6
9011,216194,134594,135207,41.2,269801,9.3,70258,91.6,5
9013,124238,75281,75837,37.5,151118,7.2,81369,93.8,4.2
9015,92802,58602,57590,41.1,116192,11.9,60869,88.1,5.6
10001,134547,90637,84190,37.6,174827,13.6,53994,86.9,4.9
10003,435202,287159,269828,38.1,556987,11.3,67246,90.5,4.5
10005,178042,113599,106652,48.8,220251,11.6,56618,86.2,4
11001,560277,357940,323230,33.9,681170,18.5,74093,90,6
12001,215694,136138,127358,31.4,263496,22.3,45294,92.5,4.1
12003,21044,13264,14673,36.9,27937,17.2,51904,82.1,3.5
12005,144393,92380,91594,39.7,183974,14.9,48843,88.7,4.5
12007,21559,12315,14611,41,26926,18.6,43058,76.8,4.9
12009,471960,296638,282492,47.5,579130,14.7,51214,91.2,5.1
12011,1502461,980156,929476,40.3,1909632,13.5,54055,88.3,5.8
12013,11445,6592,7831,41,14423,21.9,36708,76.9,4.4
12015,156028,91259,87206,58.8,178465,12.6,44935,89.4,4.3
12017,122491,74279,69342,56.6,143621,16.6,40009,86.7,4.8
12019,158907,105824,102487,39.6,208311,9.6,57476,90.8,5.5
12021,300874,185994,179142,50.5,365136,11.4,62397,85.7,3.4
12023,54045,33367,35932,40.2,69299,17.8,41667,86.2,6.1
12027,28683,15486,20314,40.9,35800,28.6,34146,70.5,3.9
12029,13234,7309,8991,45.9,16300,25.4,34146,77.8,2.1
12031,716496,477562,448693,36.2,926255,14.5,51948,88.9,5.5
12033,249405,158568,156619,37.1,315187,15.2,45004,89.9,4.7
12035,89365,56195,52115,51.3,108310,11.2,50863,91.1,3.6
12037,9973,5109,6792,44.4,11901,23.1,37479,79.6,4.4
12039,35811,24132,21874,40.8,46006,20.6,40865,78.8,4.7
12041,13606,8487,8725,43.5,17212,17.3,41721,82.7,4.8
12043,11730,6176,7794,46.6,13970,21.5,39607,74.4,4.9
12045,13512,6468,9522,44.2,15990,23.5,38381,82.5,4.1
12047,11600,6028,8333,39.4,14361,28.9,34517,75,5.3
12049,20137,12812,14548,35,27360,23.8,37612,68.9,5.8
12051,28640,18770,20520,34.4,39290,25.1,39911,62.9,6
12053,148826,94976,87859,49.1,182835,15.4,46225,87,5.2
12055,83333,51753,49164,53.3,100917,19.1,36864,83.3,5.3
12057,1059602,706085,670153,36.9,1376238,15,54509,87.8,5.1
12059,15541,9097,10390,42.5,19487,24.2,41110,78.3,6
12061,126040,78860,72703,52.6,151563,12.3,49813,87.6,5.1
12063,39186,21646,26583,41.8,48229,22.6,37358,78.4,5.5
12065,11433,6682,7224,46.9,13906,18.9,43453,79.8,3.7
12067,6858,3503,5114,38.2,8617,23.3,40653,74.8,6.2
12069,269625,173181,162215,46.9,335396,11.8,50125,87.8,4.3
12071,590988,368837,353499,48.1,722336,12.8,52989,87,4.5
12073,234128,151084,136738,30.8,287822,19,51041,92.6,6.3
12075,32031,20392,19569,47.2,39961,21.4,33092,81.9,4.9
12077,6672,3141,5061,38.5,8202,23.6,38900,79.1,4
12079,14678,8625,9599,42.8,18224,31.9,33721,82.7,5.6
12081,304472,194301,181587,47.8,375888,12.7,51770,88.5,4
12083,283719,181320,167700,48.7,349020,17.4,39629,86.4,4.7
12085,132397,80415,78286,52.1,158701,11.3,55917,90,4.4
12086,2160919,1396835,1316110,39.9,2712945,18.2,45886,80.6,5.3
12087,67261,37389,41688,47.2,79077,11.5,63892,91,3.1
12089,64496,40979,39643,45.6,80622,10.3,67967,90.9,4.3
12091,156712,99046,102124,37,201170,10.7,58009,91.3,3.8
12093,31309,18587,21727,40.1,40314,20.2,37689,71.9,5.4
12095,1018049,668509,645858,34.9,1314367,16.3,51312,87.7,5.4
12097,253015,170585,165430,36.1,336015,14.8,50716,85.7,5.1
12099,1163846,746040,697770,44.7,1443810,12.6,57607,87.9,4.9
12101,408406,262863,249505,44.9,512368,13.3,46326,88.3,4.3
12103,800551,500130,460600,47.9,960730,13.3,49974,90.4,4.3
12105,516607,339820,326329,40.4,666149,16.4,46289,84,5.2
12107,56655,36614,35663,45,72277,21.5,37526,78.4,5.5
12109,183622,120471,114616,43.7,235087,7.7,78544,94.7,3.6
12111,244642,156800,149707,45.2,306507,17,45509,85.8,5.4
12113,132552,83147,87350,39.6,170497,10.6,62668,90.2,4
12115,352637,215622,196947,55.6,412569,10.8,55088,92.6,3.5
12117,359190,235856,219623,39.4,455479,11.4,61253,93.4,5.2
12119,115231,61959,62037,67.1,123996,10.5,56568,90.5,1.9
12121,34618,20901,22893,42.5,43794,20.4,40572,79.1,5.2
12123,17842,9825,12350,41.7,22175,22.5,40180,78.7,3.1
12125,12253,5201,9941,39.7,15142,24.7,43795,74.4,3.7
12127,435362,271696,257668,46.9,529364,14.2,45356,89.3,4
12129,25104,14388,17505,40.2,31893,13.1,56158,87.7,4
12131,52556,32609,33280,44,65889,13.1,54686,84.9,4.1
12133,19670,11210,13359,41.5,24569,22.8,34787,79.8,4.7
13001,13810,9233,9195,38.9,18428,19.7,37954,76.4,4.5
13003,5939,4126,4147,35.5,8273,26.4,33318,67.9,3.5
13005,8442,5762,5610,37.4,11372,22.9,36873,80.1,2.8
13007,2521,1618,1532,45.1,3150,27.8,35452,78.8,1.6
13009,36440,22298,22846,35,45144,26,40683,81.7,4
13011,14188,9017,9380,41.3,18397,15.5,43370,75.4,4.4
13013,56602,39254,37872,35.4,77126,12.9,54893,82,5.5
13015,78196,52636,51171,37.9,103807,15.1,52497,81.6,4.7
13017,12773,8985,8258,38,17243,26.4,32644,81.2,3.5
13019,14339,9619,9374,39.8,18993,22.3,39174,80.3,5.3
13021,114601,80899,71861,36.1,152760,26.3,38115,84.3,6.4
13023,10300,6759,6211,37.7,12970,21.7,41447,85.2,2.9
13025,13949,9281,9074,40,18355,20.8,37675,80.2,4.7
13027,12218,7980,7707,42.5,15687,24.9,33676,79,9.9
13029,25643,18360,17870,34.5,36230,9.6,77244,90.4,6
13031,59889,37949,36773,28.4,74722,24,42083,86.6,5.7
13033,16742,11831,10857,37.7,22688,26.7,37410,77.3,3.9
13035,18868,11155,12662,39.2,23817,17,46141,77.2,4.2
13037,5171,2502,3822,39.5,6324,33,33478,76,5.2
13039,40223,25481,27527,32.3,53008,15,53130,91,5.3
13043,8190,5564,5346,39.5,10910,25,32970,75.3,3.9
13045,88117,59374,56887,34.4,116261,14.9,50598,81.1,6.6
13047,50911,34175,32223,40.5,66398,12.9,53740,85.6,4.6
13049,10113,5143,7354,38.8,12497,27.2,38948,80.9,6
13051,225589,149771,139311,35,289082,16.6,52746,89.3,5.8
13053,8793,3435,7487,24.4,10922,21.5,44097,90.2,4.8
13055,19288,12158,12666,40.3,24824,20.1,37345,72.5,5
13057,180570,122643,119046,38.6,241689,7.5,78668,89.8,3.7
13059,102871,65273,59434,27.8,124707,27.9,36692,86.2,5.1
13061,2372,1590,1430,46.7,3020,35.2,27648,82.3,8
13063,200429,148191,131271,32.5,279462,20.8,44598,83.6,8.1
13065,5066,3472,3357,37.2,6829,26,34777,76.4,5.6
13067,566253,387181,360969,36.5,748150,10,70950,91.2,4.8
